2       8.215
1       9.165
0.9     11.185
0.8     13.575
0.7     16.900
0.5     37.235

1       4.285
0.9     4.355
0.8     4.505
0.7     4.785
0.5     6.370
0.3     16.300
0.27    21.965

1       4.275
0.9     3.885
0.8     3.495
0.7     3.105
0.5     2.325
0.3     1.555
0.27    1.435
0.26    1.405
0.25    1.365
0.2     1.175
0.15    1.005
0.1     0.845
0.09    0.825
0.08    0.805

0.26    1.415
0.25    1.435
0.2     1.625
0.15    2.165
0.1     4.575
0.09    6.075
0.08    8.695

